P,Q,R,~S,~T,~X,~A,~B,~C,~p,~q,~r,s,t,x,a,b,c
P,Q,R,~S,~T,~X,~A,~B,~C,p,q,r,s,t,x,a,b,c
~P,~Q,~R,S,T,X,~A,~B,~C,~p,q,r,~s,~t,x,a,b,c
